Lê Ngọc Tú Uyên
Lê Thuý Bảo Nhi
Lê Thành Bảo Đức
Lê Thành Khánh Vân
Lê Thị Băng Tâm
Lê Thị Hằng Nga
Lê Thị Hồng Gấm
Lê Thị Kim Cúc
Lê Thị Minh Chiếu
Lê Thị Minh Nguyệt
Lê Thị Ngọc Châm
Lê Thị Ngọc Hiền
Lê Thị Ngọc Hà
Lê Thị Thanh Mai
Lê Thị Thanh Tâm
Lê Thị Thống Nhất
Lê Thị Xuân Lan
Lê Thị Xuân Mai
Lê Thị Yến N.
Lê Thị Ái Phi
Lê Đình Xuân Ngọc
Lò Gò Xa Mát
Lơ Mu Ha Tang
Lưu Thị Hồng Chi
Lưu Thị Kim Loan
Lưu Thị Minh Hiền
Lương Thị Bích Ngọc
Lương Thị Ngọc Thái
Lương Thị Phương Nga
Lộ Tẻ Long Xuyên
Mai Thị Mạnh Trinh
Marseille St André France
Med Cruise Maritime SA
Minh Tâm bảo giám
Mondol Svey Dong Kum
NGUYỄN VĂN TIẾN HÙNG
Nam Kỳ Khởi Nghĩa
Nga Ba Thiếu Lâm
Nghĩ qua nghĩ lại
Nguyễn Bá Huy Cường
Nguyễn Bích Trường Sơn
Nguyễn Cao Tuấn Anh
Nguyễn Châu Hoàng Vũ
Nguyễn Huỳnh Diễm Hồng
Nguyễn Hồ An Giang
Nguyễn Lê Vĩnh Lộc
Nguyễn Phú Xuyên Khung
Nguyễn Phúc Giác Hải
Nguyễn Phước Bửu Thanh
Nguyễn Phước Vĩnh Tùng
Nguyễn Phạm Kim Hùng
Nguyễn Thị Bích Ngọc
Nguyễn Thị Bích Xoa
Nguyễn Thị Cẩm Thanh
Nguyễn Thị Hiền Lương
Nguyễn Thị Hoài Thu
Nguyễn Thị Huyền Trang
Nguyễn Thị Hà Ri
Nguyễn Thị Hồng Diến
Nguyễn Thị Hồng Hà
Nguyễn Thị Hồng Hạnh
Nguyễn Thị Hồng Nga
Nguyễn Thị Hồng Vĩnh
Nguyễn Thị Hồng Xinh
Nguyễn Thị Hữu Hoà
Nguyễn Thị Khánh Tâm
Nguyễn Thị Kim Hưng
Nguyễn Thị Kim Hồng
Nguyễn Thị Kim Liên
Nguyễn Thị Kim Loan
Nguyễn Thị Kim Ngân
Nguyễn Thị Kim Thanh
Nguyễn Thị Kim Thi
Nguyễn Thị Lynh Phương
Nguyễn Thị Lê Giang
Nguyễn Thị Mai Hoa
Nguyễn Thị Mai Nhung
Nguyễn Thị Mai Sương
Nguyễn Thị Minh Huệ
Nguyễn Thị Minh Hồng
Nguyễn Thị Minh Khai
Nguyễn Thị Minh Loan
Nguyễn Thị Mỹ Diệu
Nguyễn Thị Mỹ Hà
Nguyễn Thị Mỹ Hạnh
Nguyễn Thị Mỹ Liên
Nguyễn Thị Mỹ Thu
Nguyễn Thị Nguyên Minh
Nguyễn Thị Ngọc Anh
Nguyễn Thị Ngọc Dung
Nguyễn Thị Ngọc Hoa
Nguyễn Thị Ngọc Lan
Nguyễn Thị Ngọc Phượng
Nguyễn Thị Ngọc Thu
Nguyễn Thị Phương Quan
Nguyễn Thị Quỳnh Nga
Nguyễn Thị Song Hạnh
Nguyễn Thị Thanh Hoà
Nguyễn Thị Thanh Mai
Nguyễn Thị Thanh Phương
Nguyễn Thị Thu H.
Nguyễn Thị Thu Hà
Nguyễn Thị Thu Hường
Nguyễn Thị Thu Nguyệt
Nguyễn Thị Thu Thuỷ
Nguyễn Thị Thu Vân
Nguyễn Thị Thuý Anh
Nguyễn Thị Thuý Loan
Nguyễn Thị Thuỷ Tiên
Nguyễn Thị Trà My
Nguyễn Thị Tuyết Mai
Nguyễn Thị Tuyết Nga
Nguyễn Thị Vân Anh
Nguyễn Thị Vân Lan
Nguyễn Thị Xuân Hoa
Nguyễn Thị Xuân Hương
Nguyễn Thị Ánh Nguyệt
Nguyễn Thị Ánh Ngọc
Nguyễn Văn Bé Tư
Nguyễn Văn Thăng Long
Nguyễn Đình Minh Phước
Nguyễn Đặng Hồ Anh
Nguyễn Đặng Việt Anh
Ngô Dương Hoàng Thao
Ngô Thị Trầm Hương
Ngô Thị Đăng Nam
Ngô Đình Lệ Thuỷ
Nhiêu Lộc Thị Nghè
Nhà giáo ưu tú
Nhân Dân Gia Định
Nông Sơn Lê Lai
Nông Thị Ngọc Minh
Oriental Glory Maritime Co
PHẠM BÙI DUY VĂN
Phan Lạc Long Quân
Phan Lạc Đông Quân
Phan Thị Bích Hằng
Phan Thị Kim Tiền
Phan Thị Mỹ Hạnh
Phan Thị Nguyệt Nga
Phan Thị Phi Phi
Phan Văn Duy Lâm
Phong Thạnh Đông A
Phí Hoàng Vân Anh
Phù Sa Cao Nguyên
Phù Đổng Thiên Vương
Phạm Nghĩa Sanh Thành
Phạm Ngọc Đại Dương
Phạm Thị Bích Lựa
Phạm Thị Minh Hà
Phạm Thị Minh Tâm
Phạm Thị Ngọc Anh
Phạm Thị Thanh Hải
Phạm Thị Thanh Vân
Phạm Thị Thu Lan
Phạm Thị Thuỳ Linh
Phạm Thị Tuyết Lan
Phạm Thọ Tuấn Anh
Phạm Đoàn Thiên Thư
Phủ biên tạp lục
Qui hoạch đô thị
Quy hoạch đô thị
Quân uỷ trung ương
Quốc tế Phụ nữ
Shin Poong Pharm Co
Sóng to gió lớn
Sông Tiền Vĩnh Xương
Sở hữu trí tuệ
Tam Kỳ Quảng Nam
The Gender Recognition Act
Thiên Long Thiếu Lâm
Thiếu Lâm Tinh Anh
Thiếu Lâm Tung Sơn
Thuỵ Điển Uông Bí
Thái Dư Quỳnh Trân
Thượng vàng hạ cám
Thạch Thị Sóc Kha
Thạch Thị Vành Đa
Thầy thuốc nhân dân
Thầy thuốc ưu tú
Tiêu Phong Nhuận Gan
Tiền mất tật mang
Tiểu Long Thiếu Lâm
Triệu Thị Thu Thuỷ
Trung Hoa Nhật Báo
Trung Hoà Nhân Chính
Trung Nguyên Nhất Kiếm
Trung học phổ thông
Trương Anh Tuấn Cường
Trương Công Thanh Lân
Trương Quang Quốc Dũng
Trương Thị Thu Hằng
Trương Thị Thu Nga
Trường Lương Hoà Lạc
Trần Công Ly Tao
Trần Doãn Phi Anh
Trần Mai Hữu Đức
Trần Thanh Thảo Ly
Trần Thị Bé Thi
Trần Thị Huyền Anh
Trần Thị Kim Tuyết
Trần Thị Kim Vân
Trần Thị Minh Chánh
Trần Thị Ngọc Lâm
Trần Thị Thanh Diệu
Trần Thị Thanh Mai
Trần Thị Thanh Thanh
Trần Thị Thanh Thuỷ
Trần Thị Thu Lan
Trần Thị Thu Vân
Trần Thị Thuý Nga
Trần Thị Trung Chiến
Trần Thị Tâm Đan
Trần Thị Tố Mai
Trần Thị Việt Ngân
Trần Thị Xuân Hương
Trần Thị Ánh Nguyệt
Trần Tôn Trung Sơn
Trần Đăng Thu Hằng
Trịnh Thị Xuân Niềm
Trịnh Đình Bảo Anh
Tung Sơn Thiếu Lâm
Tuyệt đại đa số
Tuổi Trẻ Chủ Nhật
Tuổi Trẻ Chủ Nhật
Tân Hoàn Mỹ Phụng
Tân Kỳ Tân Quí
Tân Kỳ Tân Quý
Tây Nam Hoà Cường
Tây Thái Bình Dương
Tôn Nữ Thị Ninh
Tôn Thất Hiếu Anh
Tùng Tán Cương Bố
Tạ Thị Hồng Tâm
Tống Thị Kim Loan
Tứ Phủ Công Đồng
Tứ đại đồng đường
Từ Cách Nhĩ Mộc
Uống nước nhớ nguồn
Uỷ ban Nhân dân
Uỷ ban hành chính
Uỷ ban nhân dân
Uỷ ban quân quản
Vi Thị Nguyệt Hồ
Võ Lâm Thanh Tùng
Võ Thị Anh Thư
Võ Thị Bích Thảo
Võ Thị Bạch Tuyết
Võ Thị Kim Hồng
Võ Thị Thanh Hương
Võ Thị Thống Nhất
Võ Thị Tuyết Mai
Võ Thị Yến Phượng
Võ Trần Phương Thanh
Văn Hoá Thông Tin
Văn Thị Bạch Tuyết
Vũ Phạm Quyết Thắng
Vũ Thiện Thu Hoài
Vũ Thị Duy Xuyên
Vũ Thị Như M.
Vũ Thị Thu Hiền
Vương Thị Ngọc Lan
Vạn Lý Trường Sa
Wang Qin Cheung Pui
Western Union Money Transfer
Xia Đồng Tháp Mười
Xuân Thu Chiến Quốc
Xây dựng gia đình
Xô Viết Nghệ Tĩnh
a di đà Phật
an cư lạc nghiệp
an toàn lao động
ao tù nước đọng
ba chân bốn cẳng
ba chìm bảy nổi
bao người bao cảnh
biệt vô âm tín
buôn gánh bán bưng
buôn thúng bán bưng
buôn thúng bán mẹt
buôn thần bán thánh
bá vai bá cổ
bách phát bách trúng
bán thân bất toại
bán tin bán nghi
bán tín bán nghi
bán tống bán tháo
bán đổ bán tháo
bình chân như vại
bình dân học vụ
bình yên vô sự
bí thư thứ nhất
bó bó chôn chôn
bơi qua bơi lại
bước thấp bước cao
bảo hiểm xã hội
bảo hiểm y tế
bảo hiểm y tế
bảo hộ lao động
bảo tồn bảo tàng
bất di bất dịch
bất khả chiến bại
bất khả xâm phạm
bắt lên bắt xuống
bắt vợ bắt chồng
bặt vô âm tín
bỏ vợ bỏ con
bổ túc văn hoá
bộ chế hoà khí
bộ vi xử lý
bụng mang dạ chửa
bữa đực bữa cái
canh nước canh gió
cao chạy xa bay
cha truyền con nối
chi phí sản xuất
chia ba xẻ bảy
chia năm xẻ bảy
chim trời cá nước
chiến sĩ thi đua
chiến tranh giải phóng
chiến tranh nhân dân
chiến tranh tâm lý
chung lưng đấu cật
chuyển đi chuyển lại
chà lấy chà để
chà qua chà lại
chà đi chà lại
cháy ruột cháy gan
chân dài chân ngắn
chân thấp chân cao
chân yếu tay mềm
chân ướt chân ráo
chìa khoá trao tay
chí công vô tư
chính phủ điện tử
chính sách xã hội
chôn nhau cắt rốn
chăn ấm nệm êm
chương trình nghị sự
chướng tai gai mắt
chạy ngược chạy xuôi
chạy ra chạy vào
chạy tới chạy lui
chạy đi chạy lại
chạy đôn chạy đáo
chẳng nói chẳng rằng
chẳng đâu vào đâu
chế độ dân chủ
chế độ phong kiến
chết lần chết mòn
chết đi sống lại
chết ốm chết đau
chỉ huy dàn nhạc
chịu thương chịu khó
chồng chồng chất chất
chỗ kín chỗ hở
chỗ ăn chỗ ở
chủ nghĩa anh hùng
chủ nghĩa cá nhân
chủ nghĩa cộng sản
chủ nghĩa xã hội
chủ nghĩa yêu nước
con dao hai lưỡi
con ngoài giá thú
con ông cháu cha
cày sâu cuốc bẫm
cá mè một lứa
cách mạng văn hoá
cái núi cái rừng
cái ăn cái mặc
cân đo đong đếm
cây nhà lá vườn
còn nước còn tát
có chức có quyền
có một không hai
có một không hai
có qua có lại
công dung ngôn hạnh
công nghệ sinh học
công nghệ thông tin
công thức hoá học
công ăn việc làm
cù bơ cù bất
cùng hội cùng thuyền
cùng ăn cùng ở
căn cứ quân sự
cơ chế thị trường
cơ quan chuyên môn
cơ quan chức năng
cơ quan dân cử
cơ quan ngôn luận
cơ sở dữ liệu
cơ sở hạ tầng
cơm đùm cơm nắm
cưa sừng làm nghé
cướp của giết người
cười cười nói nói
cười như nắc nẻ
cười ra nước mắt
cười ra nước mắt
cường độ lao động
cải cách ruộng đất
cầu Trời khấn Phật
cầu trời khấn Phật
cắt da cắt thịt
cờ đỏ sao vàng
của ít lòng nhiều
của ăn của để
cứu khổ cứu nạn
cửa đóng then cài
danh chính ngôn thuận
danh lam thắng cảnh
diễu võ dương oai
dung dăng dung dẻ
dày dày lớp lớp
dám làm dám chịu
dám nghĩ dám làm
dân chủ tập trung
dân quân tự vệ
dân tộc thiểu số
dòng điện xoay chiều
dặn đi dặn lại
dở khóc dở cười
dựng vợ gả chồng
ghi ghi chép chép
giá trị sử dụng
giám đốc điều hành
giáo dục phổ thông
gió mùa đông bắc
giả nghèo giả khổ
giấy trắng mực đen
giẫm chân tại chỗ
giật gấu vá vai
giết dần giết mòn
gà trống nuôi con
góp gió thành bão
gần đất xa trời
gầy như que củi
gối đất nằm sương
gục lên gục xuống
hai bàn tay trắng
hai sôi ba lạnh
ham ăn ham chơi
hang cùng ngõ hẻm
hoa thơm cỏ lạ
hoá học hữu cơ
hoãn đi hoãn lại
hành lang pháp lý
héo dần héo mòn
hì hà hì hục
hô hấp nhân tạo
hôn lấy hôn để
hơn bao giờ hết
hạ tầng cơ sở
hạch toán kế toán
hả lòng hả dạ
hải phận quốc tế
học đi học lại
hỏi lên hỏi xuống
hỏi đi hỏi lại
hội chữ thập đỏ
hội đồng bộ trưởng
hội đồng kỷ luật
hội đồng nhân dân
hội đồng quản trị
hợp tình hợp lý
khoa học cơ bản
khoa học kỹ thuật
khoa học tự nhiên
khoa học xã hội
khuynh gia bại sản
khí tượng thuỷ văn
khó ăn khó nói
không cánh mà bay
không hơn không kém
không nói không rằng
khả thi khả thiếc
khỉ ho cò gáy
khủng hoảng kinh tế
kinh tế thị trường
kinh tế tri thức
kéo qua kéo lại
kẻ bán người mua
kẻ bán người mua
kẻ khóc người cười
kẻ ít người nhiều
kẻ đứng người ngồi
kết cấu hạ tầng
kết tình kết nghĩa
kể đi kể lại
kỳ hoa dị thảo
kỳ lấy kỳ để
lam sơn chướng khí
lao tâm khổ tứ
lao động giản đơn
lia qua lia lại
loằng ngoà loằng ngoằng
làm chủ đầu tư
làm công ăn lương
làm mưa làm gió
làm ngày làm đêm
làm thuê làm mướn
làm đi làm lại
lão nông tri điền
lên dốc xuống dốc
lúc khoan lúc nhặt
lúc thưa lúc dày
lượn đi lượn lại
lạ nước lạ cái
lạt mềm buộc chặt
lấy ngắn nuôi dài
lầm lầm lũi lũi
lập bà lập bập
lật ngược lật xuôi
lắp qua lắp lại
lắp đi lắp lại
lặp đi lặp lại
lời ca tiếng hát
lời qua tiếng lại
lời ăn tiếng nói
lở mồm long móng
lợi bất cập hại
lực bất tòng tâm
lực lượng sản xuất
lực lượng vũ trang
mang nặng đẻ đau
miếng cơm manh áo
mua đi bán lại
mua đứt bán đoạn
muôn màu muôn sắc
màn trời chiếu đất
màu cờ sắc áo
máy bay cánh quạt
máy bay lên thẳng
máy bay phản lực
máy bay trực thăng
máy tính xách tay
mò cua bắt cá
mò cua bắt ốc
mò kim đáy biển
món ngon vật lạ
môi trường sinh thái
mưa bom bão đạn
mưa thuận gió hoà
mất công mất việc
mất ăn mất ngủ
mắm môi mắm lợi
mắt nhắm mắt mở
mặt người dạ thú
mẹ tròn con vuông
mọi lúc mọi nơi
mồ hôi nước mắt
mổ đi mổ lại
một chữ cắn đôi
một cổ hai tròng
một ly một tí
một lòng một dạ
một mất một còn
một sớm một chiều
mở cờ trong bụng
mục kích sở thị
mừng mừng tủi tủi
nam thanh nữ tú
nay đây mai đó
ngay hàng thẳng lối
nghiên cứu khả thi
nghèo rớt mồng tơi
nghĩ tới nghĩ lui
nghĩ đi nghĩ lại
nghĩa vụ quân sự
nghệ sĩ nhân dân
nguyên tố hoá học
ngăn sông cấm chợ
ngũ đại đồng đường
người mua kẻ bán
người này người nọ
người qua kẻ lại
ngậm miệng ăn tiền
ngọng líu ngọng lo
ngồi chơi xơi nước
ngồi chưa nóng chỗ
ngủ gà ngủ gật
nhiều nương nhiều rẫy
nhà cao cửa rộng
nhà dân tộc học
nhà giáo ưu tú
nhà ngư loại học
nhà ra chính sách
nhà thiên văn học
nhà thầu thi công
nhà tranh vách đất
nhà vi khuẩn học
nhà xã hội học
nhà đại kiến trúc
nhìn ngược nhìn xuôi
nhìn qua nhìn lại
nhìn xa trông rộng
như muối bỏ bể
như thiêu như đốt
như tỉnh như mê
như điên như dại
nhường cơm sẻ áo
nhường cơm sẻ áo
nhất cử nhất động
nhắc đi nhắc lại
nhắm mắt đưa chân
niềm vui nỗi buồn
non xanh nước biếc
nuôi vợ nuôi con
nói gì thì nói
nói nói cười cười
nói đi nói lại
nôn thốc nôn tháo
năm hết tết đến
năm lần bảy lượt
năm sinh tháng đẻ
nơi ăn chốn ở
nước sôi lửa bỏng
nước đang phát triển
nắng dãi mưa dầu
nằm gai nếm mật
nồi da nấu thịt
nổi đình nổi đám
nửa chìm nửa nổi
nửa giỡn nửa thử
nửa kín nửa hở
nửa mở nửa đóng
nửa nạc nửa mỡ
phong ba bão táp
phong ba bão táp
phát tài phát lộc
phóng viên thường trú
phương thức sản xuất
phản ứng dây chuyền
phổ thông cơ sở
phổ thông trung học
quanh năm suốt tháng
quanh đi quẩn lại
qui hoạch đô thị
qui phạm pháp luật
quy phạm pháp luật
quê cha đất tổ
quên chữ quên nghĩa
quơ qua quơ lại
quản lý nhà nước
quần là áo lượt
quốc kế dân sinh
quốc tế phụ nữ
ra hình ra hài
ra ngô ra khoai
run như cầy sấy
rung cây nhát khỉ
rày đây mai đó
ráp đi ráp lại
rét đậm rét hại
rượu vào lời ra
rảo tới rảo lui
rậm râu sâu mắt
rối loạn chức năng
rừng thiêng nước độc
sao y bản chính
sinh con đẻ cái
sinh nghề tử nghiệp
sinh sau đẻ muộn
sinh sản vô tính
soi qua soi lại
suy nhược thần kinh
suy đi tính lại
sàng qua sàng lại
sâu rễ bền gốc
sóng to gió lớn
sóng yên biển lặng
sũng như chuột lột
sơn cùng thuỷ tận
sưu cao thuế nặng
sẩy cha còn chú
sở hữu toàn dân
sở hữu trí tuệ
sở hữu trí tuệ
sức dài vai rộng
sứt môi lồi rốn
sứt đầu mẻ trán
tai nghe mắt nhìn
tai nghe mắt thấy
tai to mặt lớn
tam bộ nhất bái
tam quyền phân lập
tam tòng tứ đức
tan đàn xẻ nghé
tay bắt mặt mừng
tay bị tay gậy
tay không bắt giặc
tay xách nách mang
tha phương cầu thực
thanh thiên bạch nhật
thao thao bất tuyệt
thay da đổi thịt
thiên biến vạn hoá
thiết bị đầu cuối
thiếu sách thiếu vở
thiếu trước hụt sau
thiệt đơn thiệt kép
thu nhập quốc dân
thua chị kém em
thuần phong mỹ tục
thuận buồm xuôi gió
thuận mua vừa bán
thuỷ quân lục chiến
thành tích bất hảo
thâm căn cố đế
thâm sơn cùng cốc
thân cô thế cô
thâu đêm suốt sáng
thông tin đại chúng
thông đồng bén giọt
thư ký toà soạn
thượng vàng hạ cám
thất điên bát đảo
thần kinh trung ương
thầy thuốc nhân dân
thập tử nhất sinh
thắt lưng buộc bụng
thế giới vĩ mô
thể dục thẩm mỹ
thể dục thể hình
thị trường chứng khoán
thức khuya dậy sớm
thử đi thử lại
thực sự cầu thị
tiến thoái lưỡng nan
tiếng lành đồn xa
tiếng ra tiếng vào
tiền mất tật mang
tiền nào của nấy
tiền trao cháo múc
tiểu thủ công nghiệp
tranh tre nứa lá
tranh tối tranh sáng
trung học chuyên nghiệp
trung học cơ sở
trung học phổ thông
trà dư tửu hậu
trách nhiệm hữu hạn
trái tính trái nết
trên trời dưới đất
trùng trùng điệp điệp
trước sau như một
trường sinh bất tử
trận đồ bát quái
trọng nam khinh nữ
trốn chui trốn lủi
trốn chui trốn nhủi
trống huơ trống hoác
trời quang mây tạnh
trở đi trở lại
tu nhân tích đức
tuyệt đại đa số
tuổi cao sức yếu
tuổi ăn tuổi lớn
tuỳ cơ ứng biến
tuỳ lúc tuỳ nơi
tài sản cố định
tán gia bại sản
tâm phục khẩu phục
tình làng nghĩa xóm
tính đi tính lại
tô cao thuế nặng
tôm thẻ chân trắng
tăng gia sản xuất
tăng gia sản xuất
tư cách pháp nhân
tư liệu sản xuất
tấc đất tấc vàng
tập đoàn cứ điểm
tỉ giá hối đoái
tối tăm mù mịt
tối tăm mặt mũi
tổ hợp sản xuất
tổng công trình sư
tổng lãnh sự quán
tổng tham mưu trưởng
tội phạm chiến tranh
tới nơi tới chốn
tụm năm tụm ba
từ A đến Z
từ cổ chí kim
từ đầu đến chân
từng giây từng phút
từng ngày từng tháng
tự biên tự diễn
tự cung tự cấp
tự kỷ ám thị
tự lực cánh sinh
tự sản tự tiêu
uống nước nhớ nguồn
uỷ ban Nhân dân
uỷ ban nhân dân
uỷ ban quân quản
vai u thịt bắp
viết đi viết lại
vong ân bội nghĩa
vui như trẩy hội
vào sinh ra tử
vòng trong vòng ngoài
vô tuyến truyền hình
vô tâm vô tánh
vô ý vô tứ
vùng Kinh tế mới
vùng kinh tế mới
vùng sâu vùng xa
văn ôn võ luyện
vũ khí hoá học
vũ khí hạt nhân
vạch lá tìm sâu
vạch mặt chỉ tên
vật lý trị liệu
vật đổi sao dời
vắt chanh bỏ vỏ
về lâu về dài
vội vội vàng vàng
xoay tới xoay lui
xoá đói giảm nghèo
xoá đói giảm nghèo
xuôi chèo mát mái
xuôi tay nhắm mắt
xuất quỉ nhập thần
xuất đầu lộ diện
xá tội vong nhân
xây dựng cơ bản
xây dựng gia đình
xã hội chủ nghĩa
Ác một cái là
Ôn Thị Hồng Nguyên
Ông tơ bà nguyệt
án binh bất động
án binh bất động
áp thấp nhiệt đới
áp thấp nhiệt đới
ích nước lợi dân
úp úp mở mở
ăn bụi nằm bờ
ăn bụi ăn bờ
ăn chực nằm chờ
ăn không ngồi rồi
ăn lông ở lỗ
ăn nhờ ở đậu
ăn nên làm ra
Đa dạng sinh học
Điện thoại di động
Đoàn Thị Thanh Huyền
Đoàn Và A Tho
Đoàn Võ Kim Anh
Đình chỉ công tác
Đông Phương Minh Châu
Đạt Lai Lạt Ma
Đặng Thị Minh Liễu
Đặng Thị Ngọc Dung
Đặng Thị Ngọc Thịnh
Đặng Thị Như Thanh
Đặng Thị Thuý Ngần
Đặng Thị Thuý Phượng
Đặng Thị Tố Uyên
Đặng Thị Xuân Thảo
Đền ơn đáp nghĩa
Đệ Nhất Suối Mơ
Đổ Thị Mỹ Duyên
Đổ Thị Thuý Phương
Đỗ Bá Công Đạo
Đỗ Lệnh Hùng Sơn
Đỗ Thị Hồng Loan
Đỗ Thị Minh Tâm
Đức Ngô Nguyên Chiếu
đa dạng sinh học
đa sầu đa cảm
đi lên đi xuống
đi tới đi lui
đi đi lại lại
đi đi về về
đi đêm đi hôm
điều hoà không khí
điều hoà nhiệt độ
điều này điều nọ
điều tiết dòng chảy
điều tra cơ bản
điểm mặt chỉ tên
điện thoại di động
điệu hổ ly sơn
đào đi bới lại
đá thúng búng nia
đánh nhanh thắng nhanh
đáy bể mò kim
đâm chồi nảy lộc
đâm thuê chém mướn
đâu cũng vào đấy
đâu vẫn vào đấy
đúc đi đúc lại
đơn vị tiền tệ
đường tơ kẽ tóc
đường đi lối lại
đường đi nước bước
được chăng hay chớ
đấu tranh chính trị
đấu tranh vũ trang
đầu cơ trục lợi
đầu hai thứ tóc
đầu làng cuối xóm
đầu rơi máu chảy
đầu sóng ngọn gió
đầu tắt mặt tối
đầu voi đuôi chuột
đầu đường xó chợ
đến nơi đến chốn
đến nơi đến chốn
đền ơn đáp nghĩa
địa linh nhân kiệt
định mức sản xuất
đọc đi đọc lại
đỏ mặt tía tai
đối nhân xử thế
đồng chua nước mặn
đồng không mông quạnh
đồng ra đồng vào
đồng tiền bát gạo
đồng tâm hiệp lực
đổi thịt thay da
đổi trắng thay đen
độc nhất vô nhị
động vật có vú
đờn ca tài tử
đủ đũa đủ bát
đứng mũi chịu sào
đứng như trời trồng
đứt ruột đứt gan
ống thấp ống cao
Ỷ Thiên Đồ Long
